"latent_1" "latent_2" "latent_3" "latent_4" "latent_5" "late_lytic_1" "late_lytic_2" "late_lytic_3" "late_lytic_4" "late_lytic_5"
"KMT2E" 140.215027141501 121.175105353594 117.076449446158 145.58638350915 164.090365473415 217.386910649192 230.860276476637 173.22562172901 241.959642422265 208.889997157209
"RHBDD2" 18.3547336474029 14.7553989663257 9.09564112988827 14.1276260313156 11.7584497048806 3.97658982894864 1.38793753392768 1.39025378594711 1.81924543174636 1.16049998420672
"IBTK" 84.8669901119608 103.007119414377 102.734100454251 104.229725223774 119.024307216751 33.138248574572 35.1610841928345 52.8296438659903 45.9359471515955 47.0002493603721
"ZNF195" 56.0112673536031 54.4847116450862 40.6994957327385 47.9928797141302 57.4964193732529 80.415483207628 79.5750852785201 48.658882508149 79.5919876389031 71.3707490287132
"MYCBP2" 499.957872367541 384.522489367021 338.598845651524 352.232845628224 364.751909212623 276.152071454766 237.337318301633 239.401701940093 217.39982909369 157.827997852114
"FBXL3" 32.4519259848412 32.1571466603077 30.862987423638 28.6315326591069 35.1841611373386 86.6012896082147 92.0665230838692 79.2444657989855 95.0555738087471 94.0004987207442
"ITGAL" 125.45555060029 99.3984620584824 97.0201720521416 91.196733654933 79.7654833041288 63.1835939488505 55.9801472017496 42.2637150927922 44.5715130777857 45.259499384062
"PDK2" 7.6162683433811 5.73375557658854 5.94714996954233 6.02048954361148 5.08732926007079 7.06949302924202 7.8649793589235 5.83906590097788 5.00292493730248 9.86424986575711
"ITGA3" 6.67014805227786 5.89414034796164 6.80229571679678 13.1014062227454 11.2305193099676 30.4871886886062 58.2933764249624 36.9807507061932 26.3790587603222 24.9507496604445
"ZFX" 31.1273575772967 31.4354151891288 26.8593505160376 37.2517790510961 39.5467859462107 34.9056218318825 40.7128343285452 39.483207520898 41.8426449301662 44.0989993998553
"LAMP2" 79.8525525691137 79.7112313724336 71.5212806794633 89.3153306725545 106.209996722044 52.5793544049875 49.5031053767538 34.7563446486778 54.1225515944541 56.2842492340259
"GDE1" 42.4808010705356 34.2433515739434 27.6756260020532 38.0388896442694 39.4080842333653 18.5574192017603 19.89377131963 16.1269439169865 18.6472656754001 20.8889997157209
"REX1BD" 7.85279841615691 9.70327866807291 8.00727381520078 9.85171016227334 8.25491162954883 6.62764971491439 9.71556273749373 8.89762423006153 9.55103851666837 4.06174994472352
"OSBPL7" 9.60312095469791 5.73375557658854 5.05313396104904 10.8779299708435 7.9189559236951 3.97658982894864 2.31322922321279 3.33660908627307 1.81924543174636 1.74074997631008
"TMEM98" 0.851508261992918 2.0449058350071 1.32158888212052 0.17103663476169 0.143981016794456 0.883686628655252 6.47704182499582 4.72686287222019 5.91254765317566 11.6049998420672
"MAP3K14" 41.5346807794323 29.5107979326515 31.4460413422206 38.0727548979522 36.5231845935271 27.8361288026404 25.4455214553407 33.0880401055413 30.927172339688 20.3087497236176
"TMEM132A" 1.3718744220997 1.04250101392519 2.17673462937497 2.87341546399639 4.7278566548073 2.65105988596576 1.38793753392768 1.66830454313654 2.27405678968294 5.22224992893023
"AP2B1" 205.308103169404 197.152579248462 193.612771230656 185.677028624021 176.280758228679 306.197416829045 307.196840842659 285.280076876348 250.596510109481 254.14369404135
"ZNF263" 23.0280948253074 20.9747194382464 21.2033388031742 23.6222117002065 23.1468681965994 47.3170005313455 39.417425963546 30.2908494882157 31.2273478359262 25.049392159102
"SPATA20" 37.1352214258023 41.0585014715151 43.6124331099771 25.5870805603488 23.2289373761723 11.9297694868459 18.0987054424169 24.8327131245873 8.64141580079519 8.70374988155039
"MAP3K9" 30.938133519076 25.7818519982268 21.8839570774662 25.1423853099684 22.2685839941533 63.1835939488505 44.4140010856856 26.4176024405671 26.8338701182587 17.9877497552041
"RALA" 49.6713152829202 46.7521608552604 48.3157347198766 42.4512927478514 44.9220772398704 40.207741603814 22.2070005428428 32.8099893483519 31.8367950555612 25.5309996525478
"BAIAP2L1" 8.75161269270499 5.37288984099905 2.25447515185265 12.5198816645557 12.0464117384695 7.06949302924202 10.6408544267789 10.5659287731981 18.1924543174636 15.6667497867907
"KDM7A" 0.946120291103242 1.3632705566714 0.777405224776775 1.67615902066456 2.68764564682985 66.2764971491439 69.3968766963838 40.3173597924663 66.8572696166786 49.3212493287855
"AGK" 72.6147323421739 87.890854712462 93.5607188018849 55.5184916436445 53.0330078526247 24.3323113200224 18.0431879410598 44.7661719074971 28.6531155500051 22.0494996999277
"TTC22" 0.756896232882594 0.842020049708806 1.08836731468749 3.7689632836086 3.88748745345032 7.51133634356965 12.9540836499916 6.95126892973557 5.00292493730248 11.0247498499638
"PHTF2" 53.0773483308919 62.3896760641382 58.2276513357805 85.620939361702 111.393313326644 115.762948353838 124.914378053491 109.273947575443 148.268502687328 134.037748175876
"FARP2" 67.5056827702164 66.5568733863399 48.704437332265 66.6358729031544 69.9267804898409 87.0431329225424 74.9486268320945 57.8345574953999 63.1869419581303 67.8892490760931
"GGCT" 33.8715794816416 47.633876135884 45.9703031567251 40.3068354212094 42.2320319094273 27.1159242002864 43.5257210639719 38.6490552493298 26.3790587603222 24.3704996683411
"DBF4" 40.5800454057092 59.7709937095438 48.5404048298371 50.6897853710525 62.5674307847536 25.6269122310023 36.9145119440298 31.6672007363034 34.5247301809665 32.464987058183
"IFRD1" 14.3772439436049 21.4486564376539 24.6962204780962 19.6627136054734 23.0998343977799 18.3718450097427 18.0709466917383 15.6625991524802 17.1054551719951 9.81782986638884
"COX10" 17.1342384718797 22.7630096390565 19.2166797512571 19.9596332034197 17.116463276525 14.6780349019637 12.1490798803136 18.7267184967076 15.9183975277806 25.7050746501788
"GTF2IRD1" 5.44019167384364 9.02164338973721 10.1451381833369 1.06042713552248 0.527930394913006 34.4637785175548 34.2357925035493 18.9074514888807 10.4606612325415 6.38274991313695
"PAF1" 30.3231553298589 37.3696517299337 33.039722053013 37.9701329170951 32.9236591736657 14.138986058484 15.729958717847 19.741603760449 16.8280202436538 16.2469997788941
"VPS41" 65.2349940715686 60.2244816506013 60.4432562263943 70.2960568870545 65.8473183473313 72.9041468640583 87.9027104820862 55.888202195074 51.8484948047711 57.4447492182326
"ARHGAP44" 0.141918043665486 0.400961928432765 0.272091828671871 4.51536715770861 3.45554440306695 4.41843314327626 4.62645844642559 2.5024568147048 5.91254765317566 7.54324989734367
"ELAC2" 71.0536338618535 55.1723613523484 44.3120978122762 74.7088020639061 61.5758815157625 17.2318892587774 22.2070005428428 27.8050757189423 22.2857565388929 35.9754995104083
"SCIN" 0.141918043665486 0.0801923856865529 0.194351306194194 1.64195169371222 1.48780384020938 21.2084790877261 19.89377131963 12.3120875283476 15.9183975277806 18.5679997473075
"ARSD" 19.0643238657303 10.0240482108191 11.0889081262159 1.77878100152157 1.43981016794456 3.97658982894864 4.62645844642559 5.28296438659903 1.36443407380977 2.9012499605168
"PNPLA4" 4.73060145551621 7.17721851894649 7.34647937414053 4.10487923428056 4.17544948703923 0.441843314327626 0.462645844642559 3.6146598434625 1.36443407380977 1.16049998420672
"ADIPOR2" 78.1022300305727 96.6318247522963 99.8188308613379 120.751864141753 116.768604620304 62.2999073201953 67.083647473171 73.4053998980076 86.8689693658885 78.9139989260569
"CDKL3" 0.707697977745225 1.30553203897708 1.09303174603615 0.754955705838099 0.531289951971544 10.1623962295354 7.55038018456656 4.50164175889675 5.89435519885819 2.9012499605168
"MARK4" 19.5846900258371 17.1611705369223 24.2550430130354 16.2484803023605 15.0220194188883 14.5808293728117 13.8793753392768 20.8538067892067 23.195379254766 19.7284997315142
"CCDC124" 23.0853351029191 32.7184933601136 24.1384322293189 28.7341546399639 20.8292537629313 18.9992625160879 39.3248967946175 38.0929537349509 16.8280202436538 18.5679997473075
"CEACAM21" 3.02758493153038 6.29510227639441 6.95777676175214 10.7068933360818 8.92682304125629 11.4879261725183 10.1782085821363 7.78542120130384 8.1866044428586 11.6049998420672
"PAFAH1B1" 151.142716503743 139.82705234043 146.474028021091 150.40961660943 160.45388492591 45.5098613757455 53.6669179785368 60.6150650672941 55.4869856682638 55.1237492498191
"BLTP2" 219.263377463176 183.44008225799 151.827240398904 258.641257013358 224.658379871617 72.4623035497307 62.4571890267454 70.6248923261134 88.6882147976348 97.4819986733644
"GAS7" 82.6909134424234 47.4337961335961 66.3515359346978 53.3634300456472 51.8331660460043 34.4637785175548 27.296104833911 50.0491362940961 82.7756671444592 55.1237492498191
"TRAPPC6A" 12.7726239298938 12.5501083599455 16.6753420714618 14.1618333582679 11.9024307216751 11.0460828581907 9.25291689285118 17.5171977029336 7.73179308492201 15.6667497867907
"CD79B" 45.8868341185073 45.829948419865 53.6020902483587 93.2758549870962 73.3295318534166 3.53474651462101 2.77587506785535 8.6195734728721 8.64141580079519 12.1852498341705
"ST7L" 7.47435029971562 7.17721851894649 6.72455519431911 7.1151240060863 7.10306349519318 20.3247924590708 21.2817088535577 16.6830454313654 15.463586169844 19.7284997315142
"PAX6" 3.68986913530265 2.40577157059659 5.63618787963162 0.34207326952338 0.671911411707463 8.83686628655252 4.16381260178303 4.44881211503076 4.0933022214293 3.48149995262016
"RPUSD1" 10.5492412458012 13.5926093738707 11.078024453069 16.1116509945512 12.9582915115011 3.53474651462101 2.31322922321279 3.33660908627307 2.27405678968294 4.64199993682687
"LUC7L" 31.3165816355173 25.3407938769507 22.0783083836604 26.3054344263479 29.4201210983339 41.5332715467969 22.2070005428428 21.4099083035855 38.2041540666735 52.8027492814057
"TSR3" 14.2391103811038 20.9302126641903 16.3255097203123 19.8060423054037 14.6860637130345 4.41843314327626 3.23852091249791 8.6195734728721 1.81924543174636 2.9012499605168
"PIGQ" 13.1037660317799 11.9085692744531 8.04614407643962 8.62024639198917 6.86309513386908 11.9297694868459 8.32762520356606 15.1760103273987 4.54811357936589 4.06174994472352
"CRAMP1" 25.1407814353409 21.1134522654841 15.4381016562296 14.3263706009087 13.696434190934 181.809686979532 108.633870780519 78.4742652015708 59.8440784772964 51.8511392943562
"TEAD3" 0.709590218327432 1.96471344932055 2.56543724176336 0.444695250380394 0.287962033588913 3.09290320029338 0.925291689285118 3.33660908627307 2.27405678968294 1.74074997631008
"DNAJC11" 58.1390918882943 57.1771709945123 46.1001298292628 64.8912992285851 60.4240333814068 33.138248574572 31.459917435694 28.9172787477 33.6560404873076 40.0372494551318
"MYLIP" 34.722614683489 21.3712707854664 29.7750088115629 13.1014062227454 15.5499498138013 30.9290320029338 22.2070005428428 25.5806696614269 15.463586169844 18.5679997473075
"E2F2" 17.219389298079 17.0577223593867 12.5939646413838 27.9791989341258 22.2690639308759 35.3474651462101 21.7443546982003 18.6294007316913 21.8309451809563 13.9259998104806
"PSMB1" 118.548872475236 161.707945736934 137.639595046728 141.994614179155 130.494794888042 14.5808293728117 23.1322922321279 41.429562821224 26.3790587603222 36.5557495025116
"JARID2" 6.33900595039172 6.33519846923768 10.4561002732476 14.4012846469343 13.1022725282955 36.2311517748653 18.5058337857024 34.7563446486778 29.1079269079417 40.6174994472352
"CDKL5" 8.70430667814983 3.4081763916785 4.23685847503343 4.37853784989926 4.89535457101151 19.8829491447432 13.8793753392768 11.6781318019558 19.5568883912733 11.0247498499638
"CDK11A" 26.3343121825677 23.5541075238543 20.6836434104109 30.8317479286813 29.8520641487173 77.2563035101854 77.1138093850217 34.5033184596355 56.4875706557243 61.7153891601133
"NADK" 53.8815505783297 57.578132922945 48.5489562873096 61.9494691106841 46.7938304581983 29.1616587456233 22.6696463874854 32.8099893483519 31.3819836976246 20.3087497236176
"TFAP2B" 22.2811328554814 20.6094431214441 12.9049267312945 0 0 29.1616587456233 28.6840423678386 16.4049946741759 3.63849086349271 2.9012499605168
"CYTH3" 41.1089266484359 24.5388700200852 28.686252794263 3.28390338742445 2.87962033588913 160.389123100928 208.653275933794 166.552403556464 113.248028126211 100.383248633881
"ADAM22" 71.195551905519 43.8251387777012 33.739386755312 31.1970821805322 39.0188555512976 53.9048843479704 61.9945431821029 49.4930347797172 45.9359471515955 28.4322496130646
"SYPL1" 33.5399643196099 36.2469583303219 42.0576226604235 52.3413151163114 51.2092483065616 5.30211977193151 8.32762520356606 11.6781318019558 10.005849874605 13.3457498183773
"CYB561" 5.39288565928848 5.01202410540956 6.29698232069188 4.17329388818523 4.65538620968742 16.3482026301222 6.93968766963838 11.4000810447663 1.81924543174636 2.9012499605168
"SPAG9" 89.5975915674771 84.5628707064701 98.2251501505456 75.1192899873342 92.9637431769539 194.411058304156 223.920588806998 193.245276246649 232.863415263534 199.025747291452
"CELSR3" 7.2378202269398 3.80913832011126 3.57606403397317 2.7023788292347 2.35168994097612 7.95317965789727 4.16381260178303 3.6146598434625 5.00292493730248 1.74074997631008
"AASS" 40.6831725174394 32.0368580817779 28.1809393981581 21.6874452877823 24.9567095777058 101.182118981026 67.5462933178136 43.3759181215499 56.396608384137 62.0867491550595
"PLEKHG6" 4.35215333907492 2.56615634196969 1.3993294045982 1.06042713552248 1.05586078982601 3.97658982894864 2.77587506785535 2.78050757189423 6.36735901111224 4.64199993682687
"SS18L2" 25.9236959762288 36.8884974158144 28.8806041004572 27.5711055235844 33.9315262912269 10.604239543863 8.79027104820862 12.512284073524 15.463586169844 13.3457498183773
"MPND" 4.68329544096105 5.85404415511837 3.77041534016736 7.28616064084799 5.56726598271898 8.3950229722249 14.3420211839193 15.2927916454182 4.0933022214293 11.0247498499638
"MGST1" 27.437488441994 39.0937880221946 28.9583446229349 6.67042875570591 7.87096225143028 7.06949302924202 13.4167294946342 8.6195734728721 2.27405678968294 5.22224992893023
"CRY1" 1.32456840754454 1.60384771373106 2.52656698052452 6.25994083227785 5.95121536083753 19.8829491447432 34.6984383481919 19.4635530032596 28.1983041920685 35.3952495183049
"NFIX" 0.0473060145551621 0.842020049708806 2.09899410689729 0.410487923428056 0.239968361324094 27.3942854883128 19.89377131963 16.4049946741759 20.4665111071465 27.8519996209613
"ST3GAL1" 1.22995637843422 2.80673349902935 5.32522578972091 4.10487923428056 3.98347479797996 18.1155758874327 12.0287919607065 16.1269439169865 20.4665111071465 9.28399987365375
"IL32" 40.6831725174394 56.5356319090198 114.434049087141 96.8409426020688 93.6562918677353 6.62764971491439 9.25291689285118 49.7822075671942 28.1983041920685 47.0002493603721
"PKD1" 26.9048227181029 19.3588428666623 15.4528723555004 27.1496712555316 24.6989835576437 72.722991105184 42.0221220688836 30.5744612605489 26.215326671465 30.8809045797408
"MED24" 39.3586041098949 39.3343651792542 35.3330674661044 47.6165991176545 38.0594620427239 62.2999073201953 60.1439598035326 43.9320196359288 72.3150059119176 56.2842492340259
"RHOBTB2" 12.5833998716731 16.3191504872135 15.4703639730578 40.2278164959495 31.0039122830729 11.4879261725183 10.1782085821363 9.45372574444037 14.0991520960343 19.7284997315142
"HEATR5B" 56.3887693497533 48.9574514616406 45.5948164331579 64.070323381729 62.8717106669126 44.1843314327626 74.485980987452 48.1027809937701 47.7551925833418 47.0002493603721
